DATE,YEAR,MONTH,LOP,2022 (TEUS),2023 (TEUS),2024 (TEUS),2025 (TEUS),2026 (TEUS),%
2025-07-01,2025,7,HMM,,,,0.0,,
2025-07-01,2025,7,XCL,,,,1055.0,,
2025-07-01,2025,7,MELL,,,,0.0,,
2025-07-01,2025,7,KRL,,,,0.0,,
2025-07-01,2025,7,KSL,,,,0.0,,
2025-08-01,2025,8,CMA,,,,175722.0,,
2025-08-01,2025,8,EMC,,,,118712.0,,
2025-08-01,2025,8,MSK,,,,146874.0,,
2025-08-01,2025,8,MSC,,,,93584.0,,
2025-08-01,2025,8,ONE,,,,20448.0,,
2025-08-01,2025,8,WHL,,,,41015.0,,
2025-08-01,2025,8,COSCO,,,,71988.0,,
2025-08-01,2025,8,OOCL,,,,35929.0,,
2025-08-01,2025,8,RCL,,,,7278.0,,
2025-08-01,2025,8,SITC,,,,32300.0,,
2025-08-01,2025,8,HAPAG,,,,0.0,,
2025-08-01,2025,8,YML,,,,10341.0,,
2025-08-01,2025,8,KMTC,,,,15193.0,,
2025-08-01,2025,8,OTHER,,,,959929.0,,
2025-08-01,2025,8,GSL,,,,12265.0,,
2025-08-01,2025,8,SSL,,,,166221.0,,
2025-08-01,2025,8,PIL,,,,6056.0,,
2025-08-01,2025,8,ANL,,,,6657.0,,
2025-08-01,2025,8,HMM,,,,1590.0,,
2025-08-01,2025,8,XCL,,,,1055.0,,
2025-08-01,2025,8,MELL,,,,0.0,,
2025-08-01,2025,8,BEN,,,,2757.0,,
2025-08-01,2025,8,KRL,,,,0.0,,
2025-09-01,2025,9,CMA,,,,192255.0,,
2025-09-01,2025,9,EMC,,,,132377.0,,
2025-09-01,2025,9,MSK,,,,168954.0,,
2025-09-01,2025,9,MSC,,,,105144.0,,
2025-09-01,2025,9,ONE,,,,23077.0,,
2025-09-01,2025,9,WHL,,,,45695.0,,
2025-09-01,2025,9,COSCO,,,,81077.0,,
2025-09-01,2025,9,OOCL,,,,43695.0,,
2025-09-01,2025,9,RCL,,,,7278.0,,
2025-09-01,2025,9,SITC,,,,36517.0,,
2025-09-01,2025,9,HAPAG,,,,0.0,,
2025-09-01,2025,9,YML,,,,11521.0,,
2025-09-01,2025,9,KMTC,,,,17166.0,,
2025-09-01,2025,9,OTHER,,,,0.0,,
2025-09-01,2025,9,GSL,,,,15252.0,,
2025-09-01,2025,9,SSL,,,,182147.0,,
2025-09-01,2025,9,PIL,,,,10744.0,,
2025-09-01,2025,9,ANL,,,,8383.0,,
2025-09-01,2025,9,HMM,,,,3204.0,,
2025-09-01,2025,9,XCL,,,,3804.0,,
2025-09-01,2025,9,MELL,,,,0.0,,
2025-09-01,2025,9,BEN,,,,3152.0,,
2025-09-01,2025,9,KRL,,,,0.0,,
2025-10-01,2025,10,CMA,,,,201281.0,,
2025-10-01,2025,10,EMC,,,,149275.0,,
2025-10-01,2025,10,MSK,,,,169291.0,,
2025-10-01,2025,10,MSC,,,,144630.0,,
2025-10-01,2025,10,ONE,,,,144325.0,,
2025-10-01,2025,10,WHL,,,,49305.0,,
2025-10-01,2025,10,COSCO,,,,107188.0,,
2025-10-01,2025,10,OOCL,,,,66343.0,,
2025-10-01,2025,10,RCL,,,,28464.0,,
2025-10-01,2025,10,SITC,,,,42025.0,,
2025-10-01,2025,10,HAPAG,,,,29804.0,,
2025-10-01,2025,10,YML,,,,17516.0,,
2025-10-01,2025,10,KMTC,,,,17580.0,,
2025-10-01,2025,10,OTHER,,,,10182.0,,
2025-10-01,2025,10,GSL,,,,13395.0,,
2025-10-01,2025,10,SSL,,,,14520.0,,
2025-10-01,2025,10,PIL,,,,21139.0,,
2025-10-01,2025,10,ANL,,,,,,
2025-10-01,2025,10,HMM,,,,8505.0,,
2025-10-01,2025,10,XCL,,,,8521.0,,
2025-10-01,2025,10,MELL,,,,1286.0,,
2025-10-01,2025,10,BEN,,,,0.0,,
2025-10-01,2025,10,KRL,,,,0.0,,
2025-11-01,2025,11,CMA,,,,224321.0,,
2025-11-01,2025,11,EMC,,,,163599.0,,
2025-11-01,2025,11,MSK,,,,186203.0,,
2025-11-01,2025,11,MSC,,,,161433.0,,
2025-11-01,2025,11,ONE,,,,157628.0,,
2025-11-01,2025,11,WHL,,,,50854.0,,
2025-11-01,2025,11,COSCO,,,,112977.0,,
2025-11-01,2025,11,OOCL,,,,72554.0,,
2025-11-01,2025,11,RCL,,,,30945.0,,
2025-11-01,2025,11,HAPAG,,,,32870.0,,
2025-11-01,2025,11,SITC,,,,46291.0,,
2025-11-01,2025,11,KMTC,,,,18542.0,,
2025-11-01,2025,11,YML,,,,19323.0,,
2025-11-01,2025,11,GSL,,,,14590.0,,
2025-11-01,2025,11,OTHER,,,,14285.0,,
2025-11-01,2025,11,SSL,,,,16249.0,,
2025-11-01,2025,11,PIL,,,,25101.0,,
2025-11-01,2025,11,ANL,,,,,,
2025-11-01,2025,11,HMM,,,,9790.0,,
2025-11-01,2025,11,XCL,,,,9647.0,,
2025-11-01,2025,11,MELL,,,,1382.0,,
2025-11-01,2025,11,BEN,,,,0.0,,
2025-11-01,2025,11,KRL,,,,0.0,,
2025-12-01,2025,12,CMA,,,,20623.0,,
2025-12-01,2025,12,MSK,,,,16574.0,,
2025-12-01,2025,12,EMC,,,,17441.0,,
2025-12-01,2025,12,MSC,,,,16259.0,,
2025-12-01,2025,12,ONE,,,,13030.0,,
2025-12-01,2025,12,COSCO,,,,5216.0,,
2025-12-01,2025,12,OOCL,,,,7217.0,,
2025-12-01,2025,12,WHL,,,,1851.0,,
2025-12-01,2025,12,SITC,,,,4186.0,,
2025-12-01,2025,12,HAPAG,,,,3335.0,,
2025-12-01,2025,12,RCL,,,,3625.0,,
2025-12-01,2025,12,PIL,,,,4410.0,,
2025-12-01,2025,12,YML,,,,2017.0,,
2025-12-01,2025,12,KMTC,,,,1535.0,,
2025-12-01,2025,12,OTHERS,,,,5507.0,,
2025-12-01,2025,12,TSL,,,,1797.0,,
2025-12-01,2025,12,SSL,,,,1491.0,,
2025-12-01,2025,12,GSL,,,,1334.0,,
2025-12-01,2025,12,NSS,,,,1402.0,,
2025-12-01,2025,12,HMM,,,,1904.0,,
2025-12-01,2025,12,XCL,,,,981.0,,
2025-12-01,2025,12,SWI,,,,199.0,,
2025-12-01,2025,12,MELL,,,,82.0,,
2025-12-02,2025,12,KRL,,,,0.0,,
2026-01-01,2026,1,CMA,,,,,25049,0.1683
2026-01-02,2026,1,EMC,,,,,16841,0.1768
2026-01-03,2026,1,MSK,,,,,14918,0.0499
2026-01-04,2026,1,MSC,,,,,12944,0.4508
2026-01-05,2026,1,ONE,,,,,11806,-0.0993
2026-01-06,2026,1,COSCO,,,,,6690,-0.4347
2026-01-07,2026,1,OOCL,,,,,5575,-0.1427
2026-01-08,2026,1,PIL,,,,,3601,1.6793
2026-01-09,2026,1,HAPAG,,,,,2910,-0.0732
2026-01-10,2026,1,SITC,,,,,2799,-0.3406
2026-01-11,2026,1,WHL,,,,,2695,-0.5851
2026-01-12,2026,1,RCL,,,,,2615,-0.2345
2026-01-13,2026,1,YML,,,,,2143,-0.0046
2026-01-14,2026,1,SSL,,,,,1674,0.2373
2026-01-15,2026,1,KMTC,,,,,1537,-0.2787
2026-01-16,2026,1,TSL,,,,,1421,0
2026-01-17,2026,1,HMM,,,,,1175,1.7778
2026-01-18,2026,1,GSL,,,,,1082,-0.231
2026-01-19,2026,1,OTHERS,,,,,967,0.1077
2026-01-20,2026,1,XCL,,,,,856,0.4459
2026-01-21,2026,1,NSS,,,,,683,0
2026-01-22,2026,1,SWI,,,,,275,9.5769
2026-01-23,2026,1,MELL,,,,,130,-0.465
2026-01-24,2026,1,KRL,,,,,-,0
2026-01-25,2026,1,BEN,,,,,-,0
2026-01-26,2026,1,KSL,,,,,-,0
